tweet,clean_tweet,emotion
" #46: @jennifer 💜 ed ""RT @kingbanqtan: chart achievements is awesome but seeing BTS enjoy their free time and share it with us?? the peak of our happiness,,,""",chart awesome seeing enjoy free time share peak happiness,happy
" #48: @Moraa Onsinyo ed ""@Gaciku_Meria happy birthday you bundle of energy and happiness. I feel like i havent seen you in forever.""",happy birthday bundle energy happiness feel like havent seen forever,happy
" #49: @Dzie ed ""@Olanrewaju_Max @thecocoapod_ Definitely. So it doesn’t come out like a threat of sorts. But it must be said. I feel my partner should always know, that should the stress and sadness far outweigh the peace and happiness, I will walk away without so much as a glance back.""",definitely come like threat must said feel partner always know stress sadness far outweigh peace happiness walk away without much glance back,happy
" #50: @Shemuel Bey™ ed ""RT @atiqabey13: Happiness, life is good 9.13 Beautiful neckcover made by queen @Ra_Sunshine913 Ha-Palil shawl by queen @TaRoseMry13 thank…""",happiness life good beautiful made queen shawl queen,happy
" #51: @☽ ed ""RT @_rynnv: You glow differently when the happiness is genuine.""",glow differently happiness genuine,happy
" #52: @Angel 🇦🇺 ed ""RT @BrookerFilms: Massive shoutout to @MikeyCobban We filmed 100+ videos together with @RoadTripTV and you were always so amazing to work w…""",angel massive together always amazing work,happy
" #54: @Jaden Allen ed ""RT @Realbrianaroy: you create your happiness, you create your misery, it’s all your choice.""",create happiness create misery choice,happy
" #55: @FedoraBot ed ""RT @ShraddhaAg: @VikasAdiwal @outreachy @fedora @jflory7 @jonatoni @acruiz The first step is to submit the Outreachy initial application on…""",first step submit initial application,happy
" #56: @Nayeem🇧🇩 ed ""RT @kookvtwins: i'll never get over taekook holding hands and jumping in happiness for winning the game together :( they are so precious pl…""",ill never get holding happiness winning game together precious,happy
" #57: @αмуууу ℓσυ 2.0🔥 ed ""RT @BrookerFilms: Massive shoutout to @MikeyCobban We filmed 100+ videos together with @RoadTripTV and you were always so amazing to work w…""",massive together always amazing work,happy
" #58: @Tonya Cannariato ed ""#Happiness Really Is One Step Away | @ModernLifeBlogs #inspiration #lifestyle #tips https://t.co/8w7NzPDRDy via @AmitVAngel""",happiness really one step away inspiration via,happy
" #59: @Rachel Collins ed ""RT @GoWellento: A secret to happiness is letting every situation be what it is instead of what you think it should be, and then making the…""",collins secret happiness every situation instead think making,happy
" #60: @@reality...ADEG-pure aldub lang... ed ""RT @dg_edith: With the right person, happiness just happens..no need to work and look for it... #ALDUBxADNEmbracingChanges#ALDUBLavishLove""",right person happiness need work look,happy
" #61: @do u no de wae ed ""RT @_rynnv: You glow differently when the happiness is genuine.""",wae glow differently happiness genuine,happy
" #62: @V 👑 ed ""RT @jameslaustra: If we’re dating, I want to be your second priority.I want your first priority to be YOU, your ambitions, your life, and…""",dating want second want first priority life,happy
" #63: @Mi Casa Inn ed ""There is only one happiness in this life, to love and be loved💜""",inn one happiness life love,happy
" #64: @حكم واقوال ed ""RT @alrushaid_r: "" Optimism is the one quality more associated with success and happiness than any other ""#quotation""",optimism one quality associated success happiness quotation,happy
" #65: @Oreoluwaatloyfl❤️ ed ""RT @thejoeywild3r: If we’re dating, I want to be your second priority.I want your first priority to be YOU, your ambitions, your life, an…""",dating want second want first priority life,happy
" #66: @julia ed ""RT @Y102695: Yuta just cry along with Johnny, the tear of happiness.Foreigner members show their sympathy & embrace e/o bc than anyone else…""",cry along tear show sympathy embrace anyone,happy
" #67: @•𝕾𝖒𝖔𝖐𝖆𝖍𝖔𝖓𝖙𝖆𝖘• ed ""RT @_rynnv: You glow differently when the happiness is genuine.""",glow differently happiness genuine,happy
" #68: @𝐥𝐢𝐚. ed ""RT @happeehour: Hello!!!! 😍🙋‍♀️ now we are complete!!!! 😭😭 iba! Ibang level of happiness 😭🥰 https://t.co/d36spTCgWo""",hello complete iba level happiness,happy
" #69: @⭐Paulleen⭐ ed ""RT @sosal3901: Happiness will never come to those who dont appreciate what they already have.@msKarinaB @AljonMendoza_ #MAY8citingDuetA…""",happiness never come dont appreciate already,happy
" #72: @Ananya 😎 ed ""RT @hinakhan_cafe: Unbelievable 💟U guys are rocking ❤️I have no words to describe my happiness..Just love love and love.@ipriyanksharma…""",unbelievable rocking describe love love,happy
" #73: @ℒyric 🐉 ed ""RT @_rynnv: You glow differently when the happiness is genuine.""",glow differently happiness genuine,happy
" #74: @••Kaylee Smiley•• ed ""RT @thejoeywild3r: If we’re dating, I want to be your second priority.I want your first priority to be YOU, your ambitions, your life, an…""",dating want second want first priority life,happy
" #2: @Ken Christian Aniche ed ""Happy birthday, SOMA. Keep rising. God bless and keep you. You're lifted, nna. https://t.co/gFe1wBOrj9""",ken happy birthday soma keep rising god bless keep,happy
" #3: @Muhammad Amir Ilyas ed ""RT @MaryamNSharif: Extremely saddened at the loss of precious lives in blast outside Data Sahab. May Allah bless the deceased with Jannat-u…""",amir extremely loss precious blast outside data may bless deceased,happy
" #4: @andyobotsr ed ""@PastorJohnHagee INDEED, VERY TRUE Our Dear Servant of God ! FOR THRU CHRIST JESUS, OUR LORD/SAVIOUR, WE ARE IN ALL THINGS ""THE POSSESSOR OF HEAVEN AND EARTH...EVEN FOREVER, AMEN"".MAY GOD CONTINUES TO BLESS THE FEET THAT BRINGS GOOD NEWS TO ""HIS"" CHILDREN IN JMN AMEN.""",indeed true dear servant god possessor heaven forever god bless good news amen,happy
" #5: @kelly ed ""RT @heychrisss_: heyy, good morningg;please say a prayer today for the sick & those seeking the fruit of the womb. may God bless you as y…""",kelly good say prayer today sick seeking fruit womb may god bless,happy
" #6: @Pro Iron Duke. ed ""Bless ur ass https://t.co/p54yfsPQcX""",pro iron duke bless,happy
" #7: @Hazel 🦄🌈 ed ""RT @LovLikeJesus: Holy Almighty God help us all to repent & do Your will. Bring justice & peace to our lives & world. Bless & heal all thos…""",hazel holy almighty god help repent bring justice peace world bless heal,happy
" #8: @Arya is the GOAT ed ""@kk_shibase I was never ready for it bro. Watch, Liverpool ran up""",goat never ready watch ran,happy
" #9: @Edwin Diekman 🇳🇱🇮🇱 ed ""@petervdalen Thank God indeed! Very good news. God bless and keep you #AsiaBibi 👏🙏""",thank god indeed good news god bless keep,happy
" #10: @Ashwani Kumar ed ""RT @ShatruganSinha: blessed with greater success in the future too. God Bless!#ISCresults #Vibha #Dewang""",blessed greater success future god,happy
" #11: @TAJOL ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",bless person made making smile laugh like really laugh,happy
" #12: @Muzammil (BALLI) ed ""RT @CynthiaDRitchie: I hope civilian CTDs aggressively send the terrorists on a one-way ticket to the Hell the perpetrators deserve. I've…""",balli hope civilian aggressively send ticket hell deserve,happy
" #13: @Dr.Pinkey yadav ed ""RT @ArvindKejriwal: Last few days have seen massive upsurge in favor of AAP in Delhi. Something extraordinary is happening. God bless our D…""",last day seen massive upsurge favor something extraordinary happening god bless,happy
" #14: @Quadri Rasheed ed ""@Horirenitemi1 Thanks brother really appreciateGod bless""",thanks brother really bless,happy
" #15: @Ashley Defenders Singapore 🇸🇬 ed ""RT @AshPachoy: Please stop making Ashley fake accounts di na po nakakatuwa. You’re tainting someone else’s reputation for your personal gai…""",please stop making fake someone reputation personal,happy
" #16: @Versha INSAN ed ""RT @AmarBaai: Happy B-day to u Sweet @PujiiSetia Didi You And Me Brother &Sister Same Day B'day #MSG_BlESs_U Always With #Family Didi G 🍫🍫…""",happy sweet brother sister day always family,happy
" #17: @Pointdevue #FBPE ed ""I get the feeling a wee trap has been set but i don't think it is anything to worry about. The SNP is not going to die. The keyboard warriors will keep keyboarding. And people who believe in an independent Scotland will continue to do so. God bless Scotland and its people https://t.co/oprIGSLPEB""",get feeling wee trap set dont think anything worry going die keyboard keep people believe independent continue god bless people,happy
" #18: @naoremgajendra singh ed ""Help Good People & Live Happy!GOD bless those people who help Good People!When Good People prosper in the society, all can live happily because good people care for all, inspiring all to do good, to change... https://t.co/RhMo6CbZ4h""",singh help good people live bless people help good good people prosper society live happily good people care inspiring good change,happy
" #19: @Ijaz Ali Khan ed ""RT @CynthiaDRitchie: I hope civilian CTDs aggressively send the terrorists on a one-way ticket to the Hell the perpetrators deserve. I've…""",khan hope civilian aggressively send ticket hell deserve,happy
" #20: @Meshi Khan 💑💏😍 ed ""@azim_humayun @farhanamughal1 @Ahwad21 @Manzoor65096707 @HumaimaMalik162 @TahiraZara @zaraali06112001 @ShahidaQureshi5 @TehreemSikanda3 @metaphysist @Erumerooooooooo @i_msassydamsel @BeClassy4 @Ch_jiyaa @imFareedah Allah Bless u my sweetest Mamoo  ,with all blessings of life ...May u live long with more charm ,intelligence ,love for everyone nd understanding of human nature plus wit ....Ameen Sum Ameen""",khan bless life may live long charm intelligence love everyone understanding human nature plus wit ameen sum ameen,happy
" #22: @Basit Jani ed ""RT @MaryamNSharif: I tried to thank everyone but failed as messages received in abundance and people have been too kind and generous with t…""",tried thank everyone received abundance people kind generous,happy
" #23: @Ragoût Noémie ed ""RT @MikeyCobban: @BrookerFilms @RoadTripTV God bless you mate, you’re a top guy and I really enjoyed working with you! I’m sure I’ll see yo…""",god bless mate top guy really working sure see,happy
" #24: @Sibusiso Manana®️ ed ""RT @SuperSportTV: WE ARE WITNESSING SOMETHING HISTORIC 😱😱Trent Alexander-Arnold takes a clever corner kick and finds Divock Origi who fin…""",something historic clever corner kick,happy
" #25: @audi bunyamin ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",bless person made making smile laugh like really laugh,happy
" #26: @Resistance Prevails☫ ed ""@atkinsmike1 God bless you, friend.""",resistance god bless friend,happy
" #27: @Pug, Chug and Shug fun 🐶🐶🐶 ed ""@SamGill_Holly Aww bless. Hope your Hoodad recovers quickly. X""",pug chug shug fun bless hope quickly,happy
" #28: @kiira. ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",bless person made making smile laugh like really laugh,happy
" #29: @MELODY H ed ""Performing Music Artiste, Mc+Standup Comedy. This is what we do for a living, contact us and remain bless. #unlimited_laughter #entertainment is life.MELODY ENT.DNICEGLOBAL🌎 Good Morning https://t.co/bLlOvhlBB4""",melody music artiste comedy living contact remain bless entertainment good morning,happy
" #30: @Tayyaba A. Rana ed ""RT @Kashifabbasiary: @roya_musawi @ICRC_af Vow,and sometimes we forget the real problems of real people dealing with them on a daily basis.…""",rana sometimes forget real real people dealing daily,happy
" #32: @ً ed ""hii nakikita na din po kita sa school dati and super ganda niyo rin po sa personal + napaka friendly din, God bless po & Goodluck po sa college life! 🤗""",din school super personal friendly din god bless college life,happy
" #33: @Nisar Haider ed ""RT @MaryamNSharif: Extremely saddened at the loss of precious lives in blast outside Data Sahab. May Allah bless the deceased with Jannat-u…""",extremely loss precious blast outside data may bless deceased,happy
" #34: @Roxanne ed ""Hi baby! 💖 super happy ako na nameet kita ☹️💖 ikaw lang pala talaga HAHAHA cheezy 🤣 and excited ako mameet mo sila mama ☹️ and sa mga plans natiiin!! God bless you always! And sobrang deserve mo maging happy! Dito lang me always. Chat mo lang ako. Good luck sa cs go at dota 🤣""",baby super happy ako excited ako god bless always deserve happy always chat ako good luck,happy
" #36: @Lauren ❤️ ed ""RT @MikeyCobban: @BrookerFilms @RoadTripTV God bless you mate, you’re a top guy and I really enjoyed working with you! I’m sure I’ll see yo…""",god bless mate top guy really working sure see,happy
" #37: @Jonathan Okwunna Eriobu ed ""@yashar God bless her awesome soul.""",god bless awesome soul,happy
" #38: @｀𝐩𝐞𝐚𝐜𝐡𝐦𝐨𝐧 。[แอคสำรอง] ed ""RT @yoooonnggi: I SAW JIN & I THOUGHT I HAD MY BEST MOMENT WIYH JUNGKOOK YESTERDAY BUT JIN WAS SO CLOSE TO ME & iM CRYINF & IM LIVING MY BE…""",saw thought best moment yesterday close living,happy
" #39: @｀𝐩𝐞𝐚𝐜𝐡𝐦𝐨𝐧 。[แอคสำรอง] ed ""RT @yoooonnggi: I SAW JIN & I THOUGHT I HAD MY BEST MOMENT WIYH JUNGKOOK YESTERDAY BUT JIN WAS SO CLOSE TO ME & iM CRYINF & IM LIVING MY BE…""",saw thought best moment yesterday close living,happy
" #40: @heat - blast ed ""RT @pinkdere: .    ᕱ⑅ᕱ（｡･ω･｡)つ━☆・*。⊂　　 ノ 　　　・゜+.しーＪ　　　°。+ *´¨)　　.· ´¸.·*´¨) ¸.·*¨)(¸.·´ (¸.·’* ⛧I bless you to have a good pink week ♡""",heat blast bless good pink week,happy
" #42: @فاطمہ یوسف زئ ed ""Nobody knows wheather he will be here or not for next *Roza* , so spend every moment in remembrance of Allah !The Martyrs of Lahore , Data Darbar incident didn't know that they'll not be able to Iftar today 💔May God bless them with higher ranks of Jannah ❤️Ameen#Datadarbar""",nobody next spend every moment remembrance data incident didnt know theyll able today god bless higher,happy
" #43: @REMORSE HILL ed ""RT @atirahsabri: Bless ur ears. Earphone recommend ☺️ pt1 https://t.co/m8m8C4cchP""",remorse hill bless earphone recommend,happy
" #45: @Maureen Taylor ed ""RT @B_daniel12: Here’s a video my sister made of me ringing the bell, no more after 14 rounds of chemo and 9 months later. So glad to be do…""",video sister made ringing bell later glad,happy
" #46: @Sanjeev Pahwa ed ""RT @ArvindKejriwal: Last few days have seen massive upsurge in favor of AAP in Delhi. Something extraordinary is happening. God bless our D…""",last day seen massive upsurge favor something extraordinary happening god bless,happy
" #48: @Haris ed ""@sanjuydv @RJDforIndia @laluprasadrjd No one like lalu Ji! Almighty bless him with good health nd most probably he will get out of jail soon inshallah will pray for him in this holy month of Ramdaan!""",one like almighty bless good health probably get jail soon pray holy month,happy
" #49: @Arya is the GOAT ed ""RT @DvoElis: And just like that, Dickies are no longer affordable to your friendly neighborhood cholo. https://t.co/CKJBzyMKIf""",goat like longer affordable friendly neighborhood,happy
" #50: @Ambross_ Jorda ed ""#AlwaysWEDyouGELANCE Solid kami sa GeLance at may tiwala kami na aabot kayo sa dulo ng Kompetisyon sa Bahay ni kuya stay strong. All the fans and supporters is always their for you two guys God Bless. https://t.co/8jGquFsUIC""",solid may kayo bahay stay strong always two god bless,happy
" #51: @zulikha ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",bless person made making smile laugh like really laugh,happy
" #52: @BOH_AMA ed ""So before I left for Accra, I had a call up to give these ""youngings"" a nice look for school. And I rendered a good service. Not all the kids are captured in here but Please, share it. My client may be on your Timeline. Thank you. .God bless you.""",left call give nice look school good service please share client may thank god bless,happy
" #53: @Phil ed ""@JamesMilner @LFC James you're a legend and will always will be, God bless you 🙏""",legend always god bless,happy
" #54: @مہر حسن🇵🇰🇵🇰🇵🇰 ed ""RT @KhadimH97385056: Dear social media warriors, you have played a good role to defend khatme nabuwat. Allah May bless you all.""",dear social medium good role defend may bless,happy
" #55: @GodBlessedAmerica   Military@Border ed ""I am done with this, But I am going to Pray for YOU, because I think you just do NOT know the truth, you are young & think you are doing the right thing. Please be Smart not Lazy, BCz you will live with this for Eternity... God Bless YOU my sweet Friend.""",done going pray think know truth young think right thing please smart lazy live eternity god bless sweet friend,happy
" #56: @Angela's Angel ed ""always keep your feet on ground. may god bless the both of you.lablab#AlwaysWEDyouGELANCE""",angel always keep ground may god bless,happy
" #57: @Lin. ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",lin bless person made making smile laugh like really laugh,happy
" #58: @Cinderella Man ed ""@Dusten_Truce Happy birthday bro God bless u""",man happy birthday god bless,happy
" #59: @Adebola Taofeek ed ""RT @iam_RashClassic: @iam_ademuyiwa Thanks egbon mi... May God continue to bless and Uplift you""",thanks may god continue bless uplift,happy
" #60: @mawj ed ""Happy Birthday, Chef! Miss you! Hahah! Love ya couz! 😘 May God Bless you always! ♥️ No more cheesy lines, basi madugang lang pagkahidlaw ko sa kabuangan mo. 😂 Take care always! ☺️""",happy birthday chef miss love may god bless always cheesy take care always,happy
" #61: @ᴹᴵᴿᴵ/inluv with Jimin ed ""@svol_twt Dark n wild po plssss my Bias is  JiminieJhopping po plsss god bless♡♡ https://t.co/dQfu0Begbj""",dark wild bias god,happy
" #62: @javeria ed ""RT @MaryamNSharif: Extremely saddened at the loss of precious lives in blast outside Data Sahab. May Allah bless the deceased with Jannat-u…""",extremely loss precious blast outside data may bless deceased,happy
" #63: @ظہیر کھوکھر ed ""RT @MaryamNSharif: Extremely saddened at the loss of precious lives in blast outside Data Sahab. May Allah bless the deceased with Jannat-u…""",extremely loss precious blast outside data may bless deceased,happy
" #64: @Alam Nuri ed ""RT @ArvindKejriwal: Last few days have seen massive upsurge in favor of AAP in Delhi. Something extraordinary is happening. God bless our D…""",last day seen massive upsurge favor something extraordinary happening god bless,happy
" #65: @𝘼𝙄𝘿𝙄𝙇 𝘼𝙎𝙔𝙍𝘼𝙁✨ ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",bless person made making smile laugh like really laugh,happy
" #66: @Arinola Annie Lizzy ed ""@robin__craig Capacity to empower the young people.  God bless you Amen.""",capacity empower young people god bless amen,happy
" #67: @Skyler Foster ed ""RT @MikeyCobban: @BrookerFilms @RoadTripTV God bless you mate, you’re a top guy and I really enjoyed working with you! I’m sure I’ll see yo…""",foster god bless mate top guy really working sure see,happy
" #68: @NICOLALOVESROADTRIP❤️❤️  #TAKETHISHOME❤️❤️ ed ""RT @MikeyCobban: @BrookerFilms @RoadTripTV God bless you mate, you’re a top guy and I really enjoyed working with you! I’m sure I’ll see yo…""",god bless mate top guy really working sure see,happy
" #69: @mitchymitch ed ""@KylaJLacey @Sibusis46011248 @KunjaloD ABSOLUTELY💖❤️💯👏🏼 I’m in literal tears. I appreciate the full poem and I hope more white people understand! Thank you so much for your originality and sharing it with the world. Your creativity knows no bounds and I pray you continue on your path. God bless💕💘💜😇""",literal appreciate full poem hope white people understand thank much originality world creativity pray continue path god,happy
" #70: @Arya is the GOAT ed ""*First time since 2015 that Ronaldo won't be in the final https://t.co/V0pxZOGeVW""",goat first time since wont final,happy
" #71: @Nasir Amaan  ناصر امان ed ""“Laluji se mujhe milwa dena babu. Allah meherban hoga (Please help me meet Lalu, God will bless you).”@laluprasadrj https://t.co/ZT5tiE3ZBm""",babu hoga please help meet god bless,happy
" #72: @Judith ed ""@dotslondon Aaaawh bless him, hope all goes well. Thank you again for caring 🐶❤️""",bless hope well thank,happy
" #73: @Bibs ta de semi-hiatus🔴 ed ""@BTS_twt Jesus loves you so much, boys! I can only imagine those beautiful things He prepared for you. God bless you. Please, rest and be healthy.""",much imagine beautiful prepared god bless please rest healthy,happy
" #74: @The Life of Brian M ed ""RT @Imamofpeace: Philadelphia ✅Chicago ✅Washington DC (Just landed) ✅23 important meetings in the next 7 days.As always, I will publi…""",life landed important next always,happy
" #76: @جلال الدین محمد اکبر ed ""RT @MaryamNSharif: Extremely saddened at the loss of precious lives in blast outside Data Sahab. May Allah bless the deceased with Jannat-u…""",extremely loss precious blast outside data may bless deceased,happy
" #77: @Maxine ed ""HAPPY BIRTHDAY @tagana_keenan!! gusto q lang malaman mo na im still here if kailangan mo ng kausap hehe mwa i love and miss you sobraaa :(( pero ayown enjoy ur day!! God bless 🥳🥳 https://t.co/FTw2NfDlW4""",happy birthday gusto still love miss enjoy day god bless,happy
" #78: @Pablo ed ""RT @iamTizZaqyah: Bless the person who made this for making us smile. Or laugh.. like really laugh! https://t.co/r3nxVSjAdz""",pablo bless person made making smile laugh like really laugh,happy
" #79: @Dinker Mishra ed ""RT @Imamofpeace: Philadelphia ✅Chicago ✅Washington DC (Just landed) ✅23 important meetings in the next 7 days.As always, I will publi…""",landed important next always,happy
" #1: @Narnia ed ""RT @StandWithUs: Today is #YomHazikaron, the Day of Remembrance in #Israel.Today we will be ing names of those who died defending th…""",today day remembrance ing,happy
" #2: @🌌 ed ""It's a blessing to have friends who share the same interest. We went College - Canteen - College singing EUPHORIA on top of our voices even though we had Maths exam in few minutes.""",blessing share interest went college canteen college singing euphoria top even though exam,happy
" #3: @PastorTebogo Malatji ed ""Happy Birthday Pastor Victor, May the Lord bless you and keep you. What a great son and blessing to my life and the church. You are going places!""",happy birthday pastor victor may lord bless keep great son blessing life church going,happy
" #4: @Kierra💕 ed ""RT @miyonaaaaaa: having thick hair is a blessing and a curse.""",thick hair blessing curse,happy
" #5: @R3PR ed ""RT @ayani2x: Being able to wake up the next day to see another 24 hours is the biggest blessing for me honestly alhamduliah""",able wake next day see another biggest blessing honestly,happy
" #6: @jane ed ""RT @Godly_Life: Instead of focusing on all the bad, be thankful for all the good. Each day you have is a blessing from God.""",jane instead bad thankful good day blessing god,happy
" #7: @M.K.J. ed ""RT @DGquoter: #quote A day without God is like a mind with no thoughts, empty. Thank God for this blessing we call life.""",quote day without god like mind empty thank god blessing call life,happy
" #8: @Rae. ed ""People go what they go through because they can’t even keep it real with themselves.""",people even keep real,happy
" #9: @Feeling 22 🍾 ed ""I must have a really big blessing coming the way God took everything from me so fast 🙏🏾""",feeling must really big blessing coming way god took everything fast,happy
" #10: @luvyuhhmoks ed ""RT @julie_albay: Basta sobra happy lang ako sa project ni @hashtag_mccoydl  malaki or maliit man yan basta blessing kahit sino makasama nya…""",basta happy ako project man yan basta blessing,happy
" #11: @Jess ed ""RT @hereforthis22: I love easily and I love unconditionally. Blessing and curse.""",jess love easily love unconditionally blessing curse,happy
" #12: @jaiBhagwan Jindal peedal ed ""RT @bbhavyabishnoi: 1/2 Immensely grateful to @priyankagandhi ji for blessing me in #Hisar today.Growing up, I’ve always looked up to you…""",immensely grateful blessing always,happy
" #13: @Egrinaldo silva ed ""RT @Israel: 🇮🇱🕯Today, #Israel unites in memory of  23,741 soldiers who have died protecting our country & 3,150 people who have fallen vi…""",silva memory protecting country people fallen,happy
" #15: @Sheena Jung ed ""@woojiniddles thank you so much, you're a blessing to both SKZ and STAY~ ❤""",thank much blessing stay,happy
" #16: @Nicola Wong ed ""I need some blessing on my life""",wong need blessing life,happy
" #17: @Sunny mohit ed ""RT @InspowerMinds: TODAY will never come again. Be a blessing. Be a friend. Encourage someone. Take time to care. Let your words heal, and…""",sunny today never come blessing friend encourage someone take time care let heal,happy
" #18: @_JABBA❣️ ed ""RT @Bahaushee: Alhamdulillah ala kulli hal. Ya Allah we thank you for blessing us. May our star continue to be shine forever ameen 🙏🏾🙏🏾🙏🏾""",ala thank blessing may star continue shine forever ameen,happy
" #19: @Abdlfatah Solá-Olónà ed ""@JamesPee @JumiaNigeria @FisayoFosudo @Fosudo Giver never lack. More blessing sir, I don't mind if I can get one. 🤲🤲🤲""",giver never lack blessing sir dont mind get one,happy
" #20: @(((Mirelle))) ed ""RT @kishkushkay: On Israel #RemembranceDay, I remember my USA friend Kristine Luken - hacked to death in front of me, because her Palestini…""",remember friend hacked death front,happy
" #21: @Ŗ¡©h!€ ed ""RT @marais_may: You can’t spell awesome without ME. @jackaverymusic A blessing 🌙For girls/boys  in Jack's lane ;) Tag him? https://t.c…""",spell awesome without blessing lane tag,happy
" #22: @Subah Nasrin Awal ed ""RT @humbleakh1: How to make this Ramadan a success:• Pray your 5 daily prayers• Read the Qur'an daily• Seek forgiveness from Allah• Jo…""",subah make pray daily read seek forgiveness,happy
" #23: @LizB ed ""RT @mostlybree: Game of Thrones and the MCU share the blessing/curse of actors who elevate scripts far beyond what's on the page, to the po…""",game share elevate far beyond whats page,happy
" #24: @Dani ed ""RT @thirsty4stucky: blessing your tl with sebastian stan and anthony mackie talking about chris evans’ boob grab https://t.co/gzpUAgbGMb""",blessing talking boob grab,happy
" #26: @Marcelo Cyberio Nat ed ""RT @Rowland72James: Yet comrade Corbyn though questioning the faragists true brexitological zeal for making up absurd lies about the EU  ha…""",nat yet comrade though true zeal making absurd,happy
" #27: @• stay • alive • ed ""RT @jaboukie: yall will notice the coffee cup on game of thrones but yall won’t notice your cup runneth over from the bounties and blessing…""",stay alive notice coffee cup game notice cup,happy
" #28: @Annie ed ""@djay6 @ThatEricAlper Omg listening to his voice forever would be a damn blessing 🥺""",listening voice forever would damn blessing,happy
" #29: @Gabe Ojeda ed ""RT @InspowerMinds: TODAY will never come again. Be a blessing. Be a friend. Encourage someone. Take time to care. Let your words heal, and…""",today never come blessing friend encourage someone take time care let heal,happy
" #30: @Beverley Schäfer ed ""RT @alanwinde: Don't let the rain stop you from coming out and voting. Don't stay in bed, the rain is a blessing, and a lot of people fough…""",dont let rain stop coming voting dont stay bed rain blessing lot people,happy
" #31: @shanti ed ""RT @thirsty4stucky: blessing your tl with sebastian stan and anthony mackie talking about chris evans’ boob grab https://t.co/gzpUAgbGMb""",blessing talking boob grab,happy
" #32: @EYAL BERKOVER ed ""RT @Israel: 🇮🇱🕯Today, #Israel unites in memory of  23,741 soldiers who have died protecting our country & 3,150 people who have fallen vi…""",memory protecting country people fallen,happy
" #33: @Dele ed ""@omotayocaleb @obafashola @Gidi_Traffic 😁thank you... And may the peace and blessing of Almighty God be with you and us all""",dele may peace blessing almighty god,happy
" #34: @The Norbert_empire™ 🏰 ed ""@Wyclif256 Psalms 16:5 Lord, you alone are my inheritance, my cup of blessing. You guard all that is mine.#ApostleGraceInNairobi #KICC #1stJUNE""",lord alone inheritance cup blessing guard,happy
" #35: @Jhene Ckyomu ed ""RT @jessie_dee: Obedience means blessing actually HUNTS you down. (Duet 28)When you run after God, blessing runs after you.When you list…""",obedience blessing actually duet run god blessing,happy
" #36: @#StaggerNot ed ""RT @EATsackey: May God use you to be a blessing to many others. #encouragingword""",may god use blessing many,happy
" #37: @бухой джисон|навсегда в моем сердечке ed ""RT @kpopisagift: @minjoossama ⚜️ The one who seated on 1 in 1st ep wont debut (Chanmi, Moonbook, Seoyoung, Seobin)⚜️ The center of final l…""",one seated wont debut center final,happy
" #1: @Bob Johnson ed ""@BenDavis__ @GameRiotArmy Even watching GoT it can go. Watched Harry Potter growing up, would never trade that. LoTR and Stars Wars are classics in their own right. Then Marvel > GoT in terms of long term enjoyment - if only they let GRRM continue before the seasons it would be different.""",bob even watching got watched harry potter growing would never trade right marvel got long term enjoyment let continue would different,happy
" #2: @Артемий Климовских ed ""RT @VisitSanya: Mingshen Golf & Bay Resort Sanya is built on the virtues of first-class hotels, blending business and leisure in one place!…""",golf bay resort built blending business leisure one,happy
" #4: @Patricia Lambert ed ""The Prepper Road Saga: Post Apocalyptic Survival Fiction Boxed Set Edition. A complete three book EMP survival fiction boxed set for your end of the world enjoyment. #prepper #trilogy #community https://t.co/w322aFt50m""",lambert road saga post apocalyptic survival fiction set edition complete three book survival fiction set end world enjoyment trilogy community,happy
" #5: @Edwards Motorhomes ed ""RT @RollerTeam_: #Travelling with #friends and #family multiplies the enjoyment of any trip. Our Auto-Roller range is a family favourite th…""",family enjoyment trip range family,happy
" #6: @Blodvalen ed ""RT @ReallyRisu: Men who are against abortions and tell women to just not have sex if they don’t want to get pregnant are incels mad that no…""",men tell sex want get pregnant mad,happy
" #7: @Kitalon ed ""SAD NEWS #JurassicWorldAlive has been irrecoverably broken since 1.7 #RIP #uninstallWhat was a really fun balanced game has been destroyed in favour of STAT PADDING #PayToWin Enjoyment of gameplay, team-building and strategy are now extinct.@LudiaGames What were you thinking? https://t.co/ukfAbk2fGL""",sad news irrecoverably broken since rip really fun balanced game padding enjoyment strategy thinking,happy
" #8: @Wolves FPA ed ""RT @georgeelokobi: Molineux are you ready! @Wolves are you ready! I’m excited to be playing with @playwithalegend on May 17th so come along…""",ready ready excited may come,happy
